Date,Unemployment_Rate
Jan-18,6
Feb-18,6
Mar-18,5.9
Apr-18,5.6
May-18,5.3
Jun-18,5.2
Jul-18,5.2
Aug-18,5.3
Sep-18,4.9
Oct-18,4.8
Nov-18,4.7
Dec-18,4.8
Jan-19,5.5
Feb-19,5.4
Mar-19,5.4
Apr-19,5.3
May-19,5.1
Jun-19,5.1
Jul-19,5.2
Aug-19,5.3
Sep-19,5.1
Oct-19,5
Nov-19,4.8
Dec-19,4.8
